EMORY GROUP|Location is: EMORY GROUP|3|20:00:00|21:00:00|TEXAS STREET AND HWY 19 NORTH, EMORY, TX 
LOOP 256 GROUP|Location is: LOOP 256 GROUP|6|12:00:00|13:00:00|6102 N LOOP 256, PALESTINE, TX 75801
LOOP 256 GROUP|Location is: LOOP 256 GROUP|7|12:00:00|13:00:00|6102 N LOOP 256, PALESTINE, TX 75801
LOOP 256 GROUP|Location is: LOOP 256 GROUP|1|12:00:00|13:00:00|6102 N LOOP 256, PALESTINE, TX 75801
LOOP 256 GROUP 2|Location is: LOOP 256 GROUP|2|18:00:00|19:00:00|6102 N LOOP 256, PALESTINE, TX 75801
LOOP 256 GROUP 2|Location is: LOOP 256 GROUP|4|18:00:00|19:00:00|6102 N LOOP 256, PALESTINE, TX 75801
LOOP 256 GROUP 3|Location is: LOOP 256 GROUP|2|20:00:00|21:00:00|6102 N LOOP 256, PALESTINE, TX 75801
LOOP 256 GROUP 3|Location is: LOOP 256 GROUP|3|20:00:00|21:00:00|6102 N LOOP 256, PALESTINE, TX 75801
LOOP 256 GROUP 3|Location is: LOOP 256 GROUP|4|20:00:00|21:00:00|6102 N LOOP 256, PALESTINE, TX 75801
LOOP 256 GROUP 3|Location is: LOOP 256 GROUP|5|20:00:00|21:00:00|6102 N LOOP 256, PALESTINE, TX 75801
LOOP 256 GROUP 3|Location is: LOOP 256 GROUP|6|20:00:00|21:00:00|6102 N LOOP 256, PALESTINE, TX 75801
LOOP 256 GROUP 3|Location is: LOOP 256 GROUP|7|20:00:00|21:00:00|6102 N LOOP 256, PALESTINE, TX 75801
LOOP 256 GROUP 3|Location is: LOOP 256 GROUP|1|20:00:00|21:00:00|6102 N LOOP 256, PALESTINE, TX 75801
VAN GROUP|Location is: METHODIST CHURCH|6|20:00:00|21:00:00|326 W MAIN STREET, VAN, TX 75790
Singleness of Purpose|Location is: 1st Christian Church |6|19:00:00|20:00:00|W Church St & N Mesa St, Carlsbad, TX 88220
Singleness of Purpose|Location is: 1st Christian Church |5|19:00:00|20:00:00|W Church St & N Mesa St, Carlsbad, TX 88220
Singleness of Purpose|Location is: 1st Christian Church |3|19:00:00|20:00:00|W Church St & N Mesa St, Carlsbad, TX 88220
FRANKSTON GROUP|Location is: COURT HOUSE ANNEX BUILDING|3|20:00:00|21:00:00|COMMERCE STREET, FRANKSTON, TX 75763
FRANKSTON GROUP|Location is: COURT HOUSE ANNEX BUILDING|5|20:00:00|21:00:00|COMMERCE STREET, FRANKSTON, TX 75763
CHANDLER LAKESIDE GROUP|Location is: LAKE PALESTINE UNITED METHODIST CHURCH|2|19:00:00|20:00:00|, Chandler, TX 
CHANDLER LAKESIDE GROUP|Location is: LAKE PALESTINE UNITED METHODIST CHURCH|4|19:00:00|20:00:00|, Chandler, TX 
CHANDLER LAKESIDE GROUP|Location is: LAKE PALESTINE UNITED METHODIST CHURCH|6|19:00:00|20:00:00|, Chandler, TX 
MINEOLA GROUP|Location is: ST DUNSTONS EPISCOPAL CHURCH|2|19:00:00|20:00:00|CORNER HALL AT JOHNSON STREET, MINEOLA, TX 75773
MINEOLA GROUP|Location is: ST DUNSTONS EPISCOPAL CHURCH|1|19:00:00|20:00:00|CORNER HALL AT JOHNSON STREET, MINEOLA, TX 75773
MINEOLA GROUP|Location is: ST DUNSTONS EPISCOPAL CHURCH|6|20:00:00|21:00:00|CORNER HALL AT JOHNSON STREET, MINEOLA, TX 75773
NEW LIFE GROUP|Location is: NEW LIFE GROUP|1|09:00:00|10:00:00|, , TX 
NEW LIFE GROUP|Location is: NEW LIFE GROUP|3|12:00:00|13:00:00|, , TX 
NEW LIFE GROUP|Location is: NEW LIFE GROUP|2|19:00:00|20:00:00|, , TX 
NEW LIFE GROUP|Location is: NEW LIFE GROUP|5|19:00:00|20:00:00|, , TX 
NEW LIFE GROUP|Location is: NEW LIFE GROUP|6|20:00:00|21:00:00|, , TX 
Cooper|Location is: Delta County Court House|3|14:00:00|15:00:00|200 West Dallas Avenue, Cooper, TX 75432
Cooper|Location is: Delta County Court House|5|14:00:00|15:00:00|200 West Dallas Avenue, Cooper, TX 75432
LINDALE GROUP|Location is: FIRST UNITED METHODIST CHURCH|7|09:00:00|10:00:00|402 W HUBBARD, LINDALE, TX 75771
LINDALE GROUP|Location is: FIRST UNITED METHODIST CHURCH|3|19:00:00|20:00:00|402 W HUBBARD, LINDALE, TX 75771
LINDALE GROUP|Location is: FIRST UNITED METHODIST CHURCH|5|19:00:00|20:00:00|402 W HUBBARD, LINDALE, TX 75771
Norman Firehouse Group|Location is: Fire Station|4|20:00:00|21:00:00|, Norman, TX 
BACK DOOR GROUP|Location is: BACK DOOR GROUP|4|19:30:00|20:30:00|105 W LIPSCOMB STREET, QUITMAN, TX 75783
BACK DOOR GROUP|Location is: BACK DOOR GROUP|7|19:30:00|20:30:00|105 W LIPSCOMB STREET, QUITMAN, TX 75783
OPEN ARMS GROUP|Location is: ALL SAINTS PARISH HALL|2|20:00:00|21:00:00|1301 E HOUSTON STREET, CROCKETT, TX 75835
OPEN ARMS GROUP|Location is: ALL SAINTS PARISH HALL|4|20:00:00|21:00:00|1301 E HOUSTON STREET, CROCKETT, TX 75835
OPEN ARMS GROUP|Location is: ALL SAINTS PARISH HALL|6|20:00:00|21:00:00|1301 E HOUSTON STREET, CROCKETT, TX 75835
OPEN ARMS GROUP|Location is: ALL SAINTS PARISH HALL|7|20:00:00|21:00:00|1301 E HOUSTON STREET, CROCKETT, TX 75835
Ada Freedom Group|Location is: Public Building|2|20:00:00|21:00:00|431 S Mississippi Ave, ada, TX 74820
Ada Freedom Group|Location is: Public Building|2|12:00:00|13:00:00|431 S Mississippi Ave, ada, TX 74820
EL LIBRO GRANDE GROUP|Location is: EL LIBRO GRANDE GROUP|7|17:00:00|18:00:00|623 WEST BOW STREET, TYLER, TX 75702
EL LIBRO GRANDE GROUP|Location is: EL LIBRO GRANDE GROUP|1|17:00:00|18:00:00|623 WEST BOW STREET, TYLER, TX 75702
EL LIBRO GRANDE GROUP|Location is: EL LIBRO GRANDE GROUP|2|19:30:00|20:30:00|623 WEST BOW STREET, TYLER, TX 75702
EL LIBRO GRANDE GROUP|Location is: EL LIBRO GRANDE GROUP|3|19:30:00|20:30:00|623 WEST BOW STREET, TYLER, TX 75702
EL LIBRO GRANDE GROUP|Location is: EL LIBRO GRANDE GROUP|4|19:30:00|20:30:00|623 WEST BOW STREET, TYLER, TX 75702
EL LIBRO GRANDE GROUP|Location is: EL LIBRO GRANDE GROUP|5|19:30:00|20:30:00|623 WEST BOW STREET, TYLER, TX 75702
EL LIBRO GRANDE GROUP|Location is: EL LIBRO GRANDE GROUP|6|19:30:00|20:30:00|623 WEST BOW STREET, TYLER, TX 75702
CIRCLE 12 GROUP|Location is: FIRST PRESBYTERIAN CHURCH|3|19:00:00|20:00:00|230 RUSK STREET, TYLER, TX 75701
CIRCLE 12 GROUP|Location is: FIRST PRESBYTERIAN CHURCH|5|19:00:00|20:00:00|230 RUSK STREET, TYLER, TX 75701
CIRCLE 12 GROUP|Location is: FIRST PRESBYTERIAN CHURCH|1|19:00:00|20:00:00|230 RUSK STREET, TYLER, TX 75701
LEGACY GROUP|Location is: FIRST CHRISTIAN CHURCH|2|12:00:00|13:00:00|4202 S BROADWAY, TYLER, TX 75701
LEGACY GROUP|Location is: FIRST CHRISTIAN CHURCH|4|12:00:00|13:00:00|4202 S BROADWAY, TYLER, TX 75701
LEGACY GROUP|Location is: FIRST CHRISTIAN CHURCH|6|12:00:00|13:00:00|4202 S BROADWAY, TYLER, TX 75701
Keep It Simple Sister|Location is: Keep It Simple Sister|6|20:00:00|21:00:00|Lakeshore Dr, Jacksonville, TX 75766
El Reno AA|Location is: 506 S. Barker|1|13:00:00|14:00:00|El Reno Okla., El Reno, TX 73036
Open Air Group|Location is: Montgomery United Methodist Church|5|18:00:00|19:00:00|22548 Texas 105, Montgomery, TX 77356
Open Air Group|Location is: Montgomery United Methodist Church|2|18:00:00|19:00:00|22548 Texas 105, Montgomery, TX 77356
SALVATION ARMY GROUP|Location is: SALVATION ARMY GROUP|6|18:00:00|19:00:00|633 N BROADWAY, TYLER, TX 75702
TYLER SERENITY GROUP|Location is: TYLER SERENITY GROUP|2|07:00:00|08:00:00|601 N BROADWAY, TYLER, TX 75702
TYLER SERENITY GROUP|Location is: TYLER SERENITY GROUP|3|07:00:00|08:00:00|601 N BROADWAY, TYLER, TX 75702
TYLER SERENITY GROUP|Location is: TYLER SERENITY GROUP|4|07:00:00|08:00:00|601 N BROADWAY, TYLER, TX 75702
TYLER SERENITY GROUP|Location is: TYLER SERENITY GROUP|5|07:00:00|08:00:00|601 N BROADWAY, TYLER, TX 75702
TYLER SERENITY GROUP|Location is: TYLER SERENITY GROUP|6|07:00:00|08:00:00|601 N BROADWAY, TYLER, TX 75702
TYLER SERENITY GROUP 5|Location is: TYLER SERENITY GROUP|7|09:30:00|10:30:00|601 N BROADWAY, TYLER, TX 75702
TYLER SERENITY GROUP 5|Location is: TYLER SERENITY GROUP|1|09:30:00|10:30:00|601 N BROADWAY, TYLER, TX 75702
TYLER SERENITY GROUP 2|Location is: TYLER SERENITY GROUP|2|12:00:00|13:00:00|601 N BROADWAY, TYLER, TX 75702
TYLER SERENITY GROUP 2|Location is: TYLER SERENITY GROUP|3|12:00:00|13:00:00|601 N BROADWAY, TYLER, TX 75702
TYLER SERENITY GROUP 2|Location is: TYLER SERENITY GROUP|4|12:00:00|13:00:00|601 N BROADWAY, TYLER, TX 75702
TYLER SERENITY GROUP 2|Location is: TYLER SERENITY GROUP|5|12:00:00|13:00:00|601 N BROADWAY, TYLER, TX 75702
TYLER SERENITY GROUP 2|Location is: TYLER SERENITY GROUP|6|12:00:00|13:00:00|601 N BROADWAY, TYLER, TX 75702
TYLER SERENITY GROUP 6|Location is: TYLER SERENITY GROUP|7|13:00:00|14:00:00|601 N BROADWAY, TYLER, TX 75702
TYLER SERENITY GROUP 3|Location is: TYLER SERENITY GROUP|2|18:30:00|19:30:00|601 N BROADWAY, TYLER, TX 75702
TYLER SERENITY GROUP 4|Location is: TYLER SERENITY GROUP|2|20:00:00|21:00:00|601 N BROADWAY, TYLER, TX 75702
TYLER SERENITY GROUP 4|Location is: TYLER SERENITY GROUP|3|20:00:00|21:00:00|601 N BROADWAY, TYLER, TX 75702
TYLER SERENITY GROUP 4|Location is: TYLER SERENITY GROUP|4|20:00:00|21:00:00|601 N BROADWAY, TYLER, TX 75702
TYLER SERENITY GROUP 4|Location is: TYLER SERENITY GROUP|5|20:00:00|21:00:00|601 N BROADWAY, TYLER, TX 75702
TYLER SERENITY GROUP 4|Location is: TYLER SERENITY GROUP|6|20:00:00|21:00:00|601 N BROADWAY, TYLER, TX 75702
TYLER SERENITY GROUP 4|Location is: TYLER SERENITY GROUP|7|20:00:00|21:00:00|601 N BROADWAY, TYLER, TX 75702
TYLER SERENITY GROUP 4|Location is: TYLER SERENITY GROUP|1|20:00:00|21:00:00|601 N BROADWAY, TYLER, TX 75702
DOWNTOWN SUBURBAN GROUP 6|Location is: DOWNTOWN SUBURBAN GROUP|1|09:30:00|10:30:00|1034 EAST LAKE STREET, TYLER, TX 75701
DOWNTOWN SUBURBAN GROUP|Location is: DOWNTOWN SUBURBAN GROUP|2|12:00:00|13:00:00|1034 EAST LAKE STREET, TYLER, TX 75701
DOWNTOWN SUBURBAN GROUP|Location is: DOWNTOWN SUBURBAN GROUP|3|12:00:00|13:00:00|1034 EAST LAKE STREET, TYLER, TX 75701
DOWNTOWN SUBURBAN GROUP|Location is: DOWNTOWN SUBURBAN GROUP|4|12:00:00|13:00:00|1034 EAST LAKE STREET, TYLER, TX 75701
DOWNTOWN SUBURBAN GROUP|Location is: DOWNTOWN SUBURBAN GROUP|5|12:00:00|13:00:00|1034 EAST LAKE STREET, TYLER, TX 75701
DOWNTOWN SUBURBAN GROUP|Location is: DOWNTOWN SUBURBAN GROUP|6|12:00:00|13:00:00|1034 EAST LAKE STREET, TYLER, TX 75701
DOWNTOWN SUBURBAN GROUP 5|Location is: DOWNTOWN SUBURBAN GROUP|7|13:00:00|14:00:00|1034 EAST LAKE STREET, TYLER, TX 75701
DOWNTOWN SUBURBAN GROUP 3|Location is: DOWNTOWN SUBURBAN GROUP|3|18:00:00|19:00:00|1034 EAST LAKE STREET, TYLER, TX 75701
DOWNTOWN SUBURBAN GROUP 3|Location is: DOWNTOWN SUBURBAN GROUP|4|18:00:00|19:00:00|1034 EAST LAKE STREET, TYLER, TX 75701
DOWNTOWN SUBURBAN GROUP 4|Location is: DOWNTOWN SUBURBAN GROUP|6|18:30:00|19:30:00|1034 EAST LAKE STREET, TYLER, TX 75701
DOWNTOWN SUBURBAN GROUP 2|Location is: DOWNTOWN SUBURBAN GROUP|2|20:00:00|21:00:00|1034 EAST LAKE STREET, TYLER, TX 75701
DOWNTOWN SUBURBAN GROUP 2|Location is: DOWNTOWN SUBURBAN GROUP|3|20:00:00|21:00:00|1034 EAST LAKE STREET, TYLER, TX 75701
DOWNTOWN SUBURBAN GROUP 2|Location is: DOWNTOWN SUBURBAN GROUP|4|20:00:00|21:00:00|1034 EAST LAKE STREET, TYLER, TX 75701
DOWNTOWN SUBURBAN GROUP 2|Location is: DOWNTOWN SUBURBAN GROUP|5|20:00:00|21:00:00|1034 EAST LAKE STREET, TYLER, TX 75701
DOWNTOWN SUBURBAN GROUP 2|Location is: DOWNTOWN SUBURBAN GROUP|6|20:00:00|21:00:00|1034 EAST LAKE STREET, TYLER, TX 75701
DOWNTOWN SUBURBAN GROUP 2|Location is: DOWNTOWN SUBURBAN GROUP|7|20:00:00|21:00:00|1034 EAST LAKE STREET, TYLER, TX 75701
DOWNTOWN SUBURBAN GROUP 2|Location is: DOWNTOWN SUBURBAN GROUP|1|20:00:00|21:00:00|1034 EAST LAKE STREET, TYLER, TX 75701
TRIANGLE GROUP|Location is: TRIANGLE GROUP|2|07:00:00|08:00:00|1311 E COMMERCE, TYLER, TX 75702
TRIANGLE GROUP|Location is: TRIANGLE GROUP|3|07:00:00|08:00:00|1311 E COMMERCE, TYLER, TX 75702
TRIANGLE GROUP|Location is: TRIANGLE GROUP|4|07:00:00|08:00:00|1311 E COMMERCE, TYLER, TX 75702
TRIANGLE GROUP|Location is: TRIANGLE GROUP|5|07:00:00|08:00:00|1311 E COMMERCE, TYLER, TX 75702
TRIANGLE GROUP|Location is: TRIANGLE GROUP|6|07:00:00|08:00:00|1311 E COMMERCE, TYLER, TX 75702
TRIANGLE GROUP 2|Location is: TRIANGLE GROUP|2|12:00:00|13:00:00|1311 E COMMERCE, TYLER, TX 75702
TRIANGLE GROUP 2|Location is: TRIANGLE GROUP|3|12:00:00|13:00:00|1311 E COMMERCE, TYLER, TX 75702
TRIANGLE GROUP 2|Location is: TRIANGLE GROUP|4|12:00:00|13:00:00|1311 E COMMERCE, TYLER, TX 75702
TRIANGLE GROUP 2|Location is: TRIANGLE GROUP|5|12:00:00|13:00:00|1311 E COMMERCE, TYLER, TX 75702
TRIANGLE GROUP 2|Location is: TRIANGLE GROUP|6|12:00:00|13:00:00|1311 E COMMERCE, TYLER, TX 75702
TRIANGLE GROUP 2|Location is: TRIANGLE GROUP|7|12:00:00|13:00:00|1311 E COMMERCE, TYLER, TX 75702
TRIANGLE GROUP 2|Location is: TRIANGLE GROUP|1|12:00:00|13:00:00|1311 E COMMERCE, TYLER, TX 75702
TRIANGLE GROUP 3|Location is: TRIANGLE GROUP|2|18:00:00|19:00:00|1311 E COMMERCE, TYLER, TX 75702
TRIANGLE GROUP 3|Location is: TRIANGLE GROUP|3|18:00:00|19:00:00|1311 E COMMERCE, TYLER, TX 75702
TRIANGLE GROUP 3|Location is: TRIANGLE GROUP|4|18:00:00|19:00:00|1311 E COMMERCE, TYLER, TX 75702
TRIANGLE GROUP 3|Location is: TRIANGLE GROUP|5|18:00:00|19:00:00|1311 E COMMERCE, TYLER, TX 75702
TRIANGLE GROUP 3|Location is: TRIANGLE GROUP|6|18:00:00|19:00:00|1311 E COMMERCE, TYLER, TX 75702
TRIANGLE GROUP 3|Location is: TRIANGLE GROUP|7|18:00:00|19:00:00|1311 E COMMERCE, TYLER, TX 75702
TRIANGLE GROUP 3|Location is: TRIANGLE GROUP|1|18:00:00|19:00:00|1311 E COMMERCE, TYLER, TX 75702
ALPHA GROUP|Location is: ALPHA GROUP|2|07:00:00|08:00:00|2328 ABERDEEN, TYLER, TX 75703
ALPHA GROUP|Location is: ALPHA GROUP|3|07:00:00|08:00:00|2328 ABERDEEN, TYLER, TX 75703
ALPHA GROUP|Location is: ALPHA GROUP|4|07:00:00|08:00:00|2328 ABERDEEN, TYLER, TX 75703
ALPHA GROUP|Location is: ALPHA GROUP|5|07:00:00|08:00:00|2328 ABERDEEN, TYLER, TX 75703
ALPHA GROUP|Location is: ALPHA GROUP|6|07:00:00|08:00:00|2328 ABERDEEN, TYLER, TX 75703
ALPHA GROUP 7|Location is: ALPHA GROUP|7|08:00:00|09:00:00|2328 ABERDEEN, TYLER, TX 75703
ALPHA GROUP 8|Location is: ALPHA GROUP|7|09:30:00|10:30:00|2328 ABERDEEN, TYLER, TX 75703
ALPHA GROUP 8|Location is: ALPHA GROUP|1|09:30:00|10:30:00|2328 ABERDEEN, TYLER, TX 75703
ALPHA GROUP 5|Location is: ALPHA GROUP|5|10:00:00|11:00:00|2328 ABERDEEN, TYLER, TX 75703
ALPHA GROUP 2|Location is: ALPHA GROUP|2|12:00:00|13:00:00|2328 ABERDEEN, TYLER, TX 75703
ALPHA GROUP 2|Location is: ALPHA GROUP|3|12:00:00|13:00:00|2328 ABERDEEN, TYLER, TX 75703
ALPHA GROUP 2|Location is: ALPHA GROUP|4|12:00:00|13:00:00|2328 ABERDEEN, TYLER, TX 75703
ALPHA GROUP 2|Location is: ALPHA GROUP|5|12:00:00|13:00:00|2328 ABERDEEN, TYLER, TX 75703
ALPHA GROUP 2|Location is: ALPHA GROUP|6|12:00:00|13:00:00|2328 ABERDEEN, TYLER, TX 75703
ALPHA GROUP 3|Location is: ALPHA GROUP|2|18:00:00|19:00:00|2328 ABERDEEN, TYLER, TX 75703
ALPHA GROUP 3|Location is: ALPHA GROUP|3|18:00:00|19:00:00|2328 ABERDEEN, TYLER, TX 75703
ALPHA GROUP 3|Location is: ALPHA GROUP|5|18:00:00|19:00:00|2328 ABERDEEN, TYLER, TX 75703
ALPHA GROUP 3|Location is: ALPHA GROUP|6|18:00:00|19:00:00|2328 ABERDEEN, TYLER, TX 75703
ALPHA GROUP 3|Location is: ALPHA GROUP|7|18:00:00|19:00:00|2328 ABERDEEN, TYLER, TX 75703
ALPHA GROUP 9|Location is: ALPHA GROUP|1|19:00:00|20:00:00|2328 ABERDEEN, TYLER, TX 75703
ALPHA GROUP 4|Location is: ALPHA GROUP|2|20:00:00|21:00:00|2328 ABERDEEN, TYLER, TX 75703
ALPHA GROUP 4|Location is: ALPHA GROUP|4|20:00:00|21:00:00|2328 ABERDEEN, TYLER, TX 75703
ALPHA GROUP 4|Location is: ALPHA GROUP|6|20:00:00|21:00:00|2328 ABERDEEN, TYLER, TX 75703
ALPHA GROUP 6|Location is: ALPHA GROUP|6|22:00:00|23:00:00|2328 ABERDEEN, TYLER, TX 75703
Hardcore Group Of Alcoholics Anonymous|Location is:  Good Shepherd Episcopal Church in George West, Texas |3|19:00:00|20:00:00|807 North San Antonio, george west, TX 78022
LIVING SOBER GROUP|Location is: ETMC BEHAVIORAL HEALTH CENTER|4|19:00:00|20:00:00|4101 UNIVERSITY, TYLER, TX 75707
Nameless Band of Alcoholics Anonymous|Location is: 3913 Shannon Ave|2|19:00:00|20:00:00|Oklahoma City, , oklahoma city, TX 73008
HAWKINS GROUP|Location is: HAWKINS PUBLIC LIBRARY|7|10:00:00|11:00:00|BLACKBURN AND GREEN STREET, HAWKINS, TX 75765
HAWKINS GROUP|Location is: HAWKINS PUBLIC LIBRARY|4|18:00:00|19:00:00|BLACKBURN AND GREEN STREET, HAWKINS, TX 75765
Paris Serenity|Location is: First Presbyterian Church|2|14:00:00|15:00:00|410 W. Kaufman Street, Paris, TX 75460
Paris Serenity 2|Location is: First Presbyterian Church|2|14:45:00|15:45:00|410 W. Kaufman Street, Paris, TX 75460
Paris Serenity|Location is: First Presbyterian Church|3|14:00:00|15:00:00|410 W. Kaufman Street, Paris, TX 75460
Paris Serenity 2|Location is: First Presbyterian Church|3|14:45:00|15:45:00|410 W. Kaufman Street, Paris, TX 75460
Paris Serenity|Location is: First Presbyterian Church|5|14:00:00|15:00:00|410 W. Kaufman Street, Paris, TX 75460
Paris Serenity 2|Location is: First Presbyterian Church|5|14:45:00|15:45:00|410 W. Kaufman Street, Paris, TX 75460
Paris Serenity|Location is: First Presbyterian Church|6|14:00:00|15:00:00|410 W. Kaufman Street, Paris, TX 75460
Paris Serenity 2|Location is: First Presbyterian Church|6|14:45:00|15:45:00|410 W. Kaufman Street, Paris, TX 75460
Paris Serenity|Location is: First Presbyterian Church|7|14:00:00|15:00:00|410 W. Kaufman Street, Paris, TX 75460
Paris Serenity 2|Location is: First Presbyterian Church|7|14:45:00|15:45:00|410 W. Kaufman Street, Paris, TX 75460
Traditions II|Location is: Oklahoma City|2|20:00:00|21:00:00|Members Homes, Oklahoma City, TX 73101
Terlingua Bottoms Group|Location is: Big Bend Baptist Church|5|19:30:00|20:30:00|Texas 118, Terlingua, TX 79852
8TH STREET AA-NA GROUPS|Location is: 8TH STREET GROUP|3|18:45:00|19:45:00|1122 E Austin St, Paris, TX 75460
8TH STREET AA-NA GROUPS|Location is: 8TH STREET GROUP|5|18:45:00|19:45:00|1122 E Austin St, Paris, TX 75460
8TH STREET AA-NA GROUPS|Location is: 8TH STREET GROUP|1|18:45:00|19:45:00|1122 E Austin St, Paris, TX 75460
8TH STREET AA-NA GROUPS|Location is: 8TH STREET GROUP|7|21:00:00|22:00:00|1122 E Austin St, Paris, TX 75460
8TH STREET AA-NA GROUPS|Location is: 8TH STREET GROUP|2|18:45:00|19:45:00|1122 E Austin St, Paris, TX 75460
8TH STREET AA-NA GROUPS|Location is: 8TH STREET GROUP|4|18:45:00|19:45:00|1122 E Austin St, Paris, TX 75460
8TH STREET AA-NA GROUPS|Location is: 8TH STREET GROUP|6|18:45:00|19:45:00|1122 E Austin St, Paris, TX 75460
1,2,3|Location is: Classen Club|1|20:00:00|21:00:00|3401 , oklahoma city, TX 73106
DOWNTOWN A.A. GROUP2|Location is: DOWNTOWN GROUP|7|20:00:00|21:00:00|1704 Lamar Avenue, , TX 
DOWNTOWN GROUP 2|Location is: DOWNTOWN GROUP|2|20:00:00|21:00:00|1704 Lamar Avenue, , TX 
DOWNTOWN GROUP 2|Location is: DOWNTOWN GROUP|3|20:00:00|21:00:00|1704 Lamar Avenue, , TX 
DOWNTOWN GROUP 2|Location is: DOWNTOWN GROUP|4|20:00:00|21:00:00|1704 Lamar Avenue, , TX 
DOWNTOWN GROUP 2|Location is: DOWNTOWN GROUP|5|20:00:00|21:00:00|1704 Lamar Avenue, , TX 
DOWNTOWN GROUP 2|Location is: DOWNTOWN GROUP|6|20:00:00|21:00:00|1704 Lamar Avenue, , TX 
DOWNTOWN GROUP 2|Location is: DOWNTOWN GROUP|1|20:00:00|21:00:00|1704 Lamar Avenue, , TX 
DOWNTOWN A.A. GROUP 4|Location is: DOWNTOWN GROUP|2|12:00:00|13:00:00|, , TX 
DOWNTOWN A.A. GROUP 4|Location is: DOWNTOWN GROUP|3|12:00:00|13:00:00|, , TX 
DOWNTOWN A.A. GROUP 4|Location is: DOWNTOWN GROUP|4|20:00:00|21:00:00|, , TX 
DOWNTOWN A.A. GROUP 4|Location is: DOWNTOWN GROUP|5|12:00:00|13:00:00|, , TX 
DOWNTOWN A.A. GROUP 4|Location is: DOWNTOWN GROUP|6|20:00:00|21:00:00|, , TX 
DOWNTOWN A.A. GROUP 4|Location is: DOWNTOWN GROUP|7|12:45:00|13:45:00|, , TX 
DOWNTOWN A.A. GROUP2|Location is: DOWNTOWN GROUP|2|12:00:00|13:00:00|1704 Lamar Avenue, , TX 
DOWNTOWN A.A. GROUP2|Location is: DOWNTOWN GROUP|3|12:00:00|13:00:00|1704 Lamar Avenue, , TX 
DOWNTOWN A.A. GROUP2|Location is: DOWNTOWN GROUP|4|12:00:00|13:00:00|1704 Lamar Avenue, , TX 
DOWNTOWN A.A. GROUP2|Location is: DOWNTOWN GROUP|5|12:00:00|13:00:00|1704 Lamar Avenue, , TX 
DOWNTOWN A.A. GROUP2|Location is: DOWNTOWN GROUP|6|12:00:00|13:00:00|1704 Lamar Avenue, , TX 
DOWNTOWN A.A. GROUP2|Location is: DOWNTOWN GROUP|1|20:00:00|21:00:00|1704 Lamar Avenue, , TX 
DOWNTOWN A.A. GROUP 4|Location is: DOWNTOWN GROUP|1|20:00:00|21:00:00|, , TX 
DOWNTOWN A.A. GROUP |Location is: DOWNTOWN GROUP|2|12:00:00|13:00:00|1703 Lamar Avenue, Paris, TX 
DOWNTOWN A.A. GROUP |Location is: DOWNTOWN GROUP|3|12:00:00|13:00:00|1703 Lamar Avenue, Paris, TX 
DOWNTOWN A.A. GROUP |Location is: DOWNTOWN GROUP|4|20:00:00|21:00:00|1703 Lamar Avenue, Paris, TX 
DOWNTOWN A.A. GROUP |Location is: DOWNTOWN GROUP|5|12:00:00|13:00:00|1703 Lamar Avenue, Paris, TX 
DOWNTOWN A.A. GROUP |Location is: DOWNTOWN GROUP|6|20:00:00|21:00:00|1703 Lamar Avenue, Paris, TX 
DOWNTOWN A.A. GROUP |Location is: DOWNTOWN GROUP|1|20:00:00|21:00:00|1703 Lamar Avenue, Paris, TX 
Pisgah Group|Location is: First Presbyterian Church|5|08:00:00|09:00:00|40 Church Street - Enter in Alley, Asheville, TX 
Serenity Group|Location is: first christian church|7|11:15:00|12:15:00|780 20th st. SE, paris, TX 75460
SERENITY GROUP 2-Smoke-free! |Location is: FIRST CHRISTIAN CHURCH|3|17:00:00|18:00:00|780 20th STREET NE, PARIS, TX 75460
Big Book|Location is: Classen Club|2|20:00:00|21:00:00|3401 N Shartel,Oklahoma city,OK, oklahoma city, TX 73106
CELEBRATE RECOVERY|Location is: East Paris Baptist Church|3|19:00:00|20:00:00|725 North Collegiate Drive, Paris, TX 75460
CELEBRATE RECOVERY|Location is: East Paris Baptist Church|1|17:30:00|18:30:00|725 North Collegiate Drive, Paris, TX 75460
Pinewood Group|Location is: Pinewood|1|10:00:00|11:00:00|201 Pinewood Dr # D, conroe, TX 77304
Pinewood Group|Location is: Pinewood|2|18:00:00|19:00:00|201 Pinewood Dr # D, conroe, TX 77304
Pinewood Group|Location is: Pinewood|3|18:00:00|19:00:00|201 Pinewood Dr # D, conroe, TX 77304
Pinewood Group|Location is: Pinewood|4|12:00:00|13:00:00|201 Pinewood Dr # D, conroe, TX 77304
Pinewood Group|Location is: Pinewood|5|12:00:00|13:00:00|201 Pinewood Dr # D, conroe, TX 77304
Pinewood Group|Location is: Pinewood|6|18:00:00|19:00:00|201 Pinewood Dr # D, conroe, TX 77304
Pinewood Group|Location is: Pinewood|7|10:00:00|11:00:00|201 Pinewood Dr # D, conroe, TX 77304
OPEN DOOR GROUP|Location is: OPEN DOOR GROUP|2|12:00:00|13:00:00|1319 HOLBROOK STREET, MT VERNON, TX 75457
OPEN DOOR GROUP|Location is: OPEN DOOR GROUP|6|12:00:00|13:00:00|1319 HOLBROOK STREET, MT VERNON, TX 75457
OPEN DOOR GROUP 2|Location is: OPEN DOOR GROUP|2|19:00:00|20:00:00|1319 HOLBROOK STREET, MT VERNON, TX 75457
