EMORY GROUP|Location is: EMORY GROUP|3|20:00:00|21:00:00|TEXAS STREET AND HWY 19 NORTH, EMORY, TX |32.873518|-95.76612549999999
COMMERCE GROUP|Location is: COMMERCE GROUP|3|20:00:00|21:00:00|1504 LEE STREET, COMMERCE, TX 75428|33.244966|-95.90361200000001
COMMERCE GROUP|Location is: COMMERCE GROUP|5|20:00:00|21:00:00|1504 LEE STREET, COMMERCE, TX 75428|33.244966|-95.90361200000001
COMMERCE GROUP|Location is: COMMERCE GROUP|1|20:00:00|21:00:00|1504 LEE STREET, COMMERCE, TX 75428|33.244966|-95.90361200000001
Touch-of-Soul|Location is: 200 N. Hughes|1|09:30:00|10:30:00|200 N. Hughes, amarillo, TX 79107|35.216805|-101.84769699999998
LOOP 256 GROUP|Location is: LOOP 256 GROUP|2|12:00:00|13:00:00|6102 N LOOP 256, PALESTINE, TX 75801|31.76754469999999|-95.606514
LOOP 256 GROUP|Location is: LOOP 256 GROUP|3|12:00:00|13:00:00|6102 N LOOP 256, PALESTINE, TX 75801|31.76754469999999|-95.606514
LOOP 256 GROUP|Location is: LOOP 256 GROUP|4|12:00:00|13:00:00|6102 N LOOP 256, PALESTINE, TX 75801|31.76754469999999|-95.606514
LOOP 256 GROUP|Location is: LOOP 256 GROUP|5|12:00:00|13:00:00|6102 N LOOP 256, PALESTINE, TX 75801|31.76754469999999|-95.606514
LOOP 256 GROUP|Location is: LOOP 256 GROUP|6|12:00:00|13:00:00|6102 N LOOP 256, PALESTINE, TX 75801|31.76754469999999|-95.606514
LOOP 256 GROUP|Location is: LOOP 256 GROUP|7|12:00:00|13:00:00|6102 N LOOP 256, PALESTINE, TX 75801|31.76754469999999|-95.606514
LOOP 256 GROUP|Location is: LOOP 256 GROUP|1|12:00:00|13:00:00|6102 N LOOP 256, PALESTINE, TX 75801|31.76754469999999|-95.606514
LOOP 256 GROUP 2|Location is: LOOP 256 GROUP|2|18:00:00|19:00:00|6102 N LOOP 256, PALESTINE, TX 75801|31.76754469999999|-95.606514
LOOP 256 GROUP 2|Location is: LOOP 256 GROUP|4|18:00:00|19:00:00|6102 N LOOP 256, PALESTINE, TX 75801|31.76754469999999|-95.606514
LOOP 256 GROUP 3|Location is: LOOP 256 GROUP|2|20:00:00|21:00:00|6102 N LOOP 256, PALESTINE, TX 75801|31.76754469999999|-95.606514
LOOP 256 GROUP 3|Location is: LOOP 256 GROUP|3|20:00:00|21:00:00|6102 N LOOP 256, PALESTINE, TX 75801|31.76754469999999|-95.606514
LOOP 256 GROUP 3|Location is: LOOP 256 GROUP|4|20:00:00|21:00:00|6102 N LOOP 256, PALESTINE, TX 75801|31.76754469999999|-95.606514
LOOP 256 GROUP 3|Location is: LOOP 256 GROUP|5|20:00:00|21:00:00|6102 N LOOP 256, PALESTINE, TX 75801|31.76754469999999|-95.606514
LOOP 256 GROUP 3|Location is: LOOP 256 GROUP|6|20:00:00|21:00:00|6102 N LOOP 256, PALESTINE, TX 75801|31.76754469999999|-95.606514
LOOP 256 GROUP 3|Location is: LOOP 256 GROUP|7|20:00:00|21:00:00|6102 N LOOP 256, PALESTINE, TX 75801|31.76754469999999|-95.606514
LOOP 256 GROUP 3|Location is: LOOP 256 GROUP|1|20:00:00|21:00:00|6102 N LOOP 256, PALESTINE, TX 75801|31.76754469999999|-95.606514
VAN GROUP|Location is: METHODIST CHURCH|6|20:00:00|21:00:00|326 W MAIN STREET, VAN, TX 75790|32.5241589|-95.64181059999999
Singleness of Purpose|Location is: 1st Christian Church |6|19:00:00|20:00:00|W Church St & N Mesa St, Carlsbad, TX 88220|32.428677|-104.23666000000003
Singleness of Purpose|Location is: 1st Christian Church |5|19:00:00|20:00:00|W Church St & N Mesa St, Carlsbad, TX 88220|32.428677|-104.23666000000003
Singleness of Purpose|Location is: 1st Christian Church |3|19:00:00|20:00:00|W Church St & N Mesa St, Carlsbad, TX 88220|32.428677|-104.23666000000003
FRANKSTON GROUP|Location is: COURT HOUSE ANNEX BUILDING|3|20:00:00|21:00:00|COMMERCE STREET, FRANKSTON, TX 75763|32.058991|-95.50704999999999
FRANKSTON GROUP|Location is: COURT HOUSE ANNEX BUILDING|5|20:00:00|21:00:00|COMMERCE STREET, FRANKSTON, TX 75763|32.058991|-95.50704999999999
MINEOLA GROUP|Location is: ST DUNSTONS EPISCOPAL CHURCH|2|19:00:00|20:00:00|CORNER HALL AT JOHNSON STREET, MINEOLA, TX 75773|32.6697283|-95.48726929999998
MINEOLA GROUP|Location is: ST DUNSTONS EPISCOPAL CHURCH|1|19:00:00|20:00:00|CORNER HALL AT JOHNSON STREET, MINEOLA, TX 75773|32.6697283|-95.48726929999998
MINEOLA GROUP|Location is: ST DUNSTONS EPISCOPAL CHURCH|6|20:00:00|21:00:00|CORNER HALL AT JOHNSON STREET, MINEOLA, TX 75773|32.6697283|-95.48726929999998
Cooper|Location is: Delta County Court House|3|14:00:00|15:00:00|200 West Dallas Avenue, Cooper, TX 75432|33.374228|-95.68982799999998
Cooper|Location is: Delta County Court House|5|14:00:00|15:00:00|200 West Dallas Avenue, Cooper, TX 75432|33.374228|-95.68982799999998
LINDALE GROUP|Location is: FIRST UNITED METHODIST CHURCH|7|09:00:00|10:00:00|402 W HUBBARD, LINDALE, TX 75771|32.515249|-95.412056
LINDALE GROUP|Location is: FIRST UNITED METHODIST CHURCH|3|19:00:00|20:00:00|402 W HUBBARD, LINDALE, TX 75771|32.515249|-95.412056
LINDALE GROUP|Location is: FIRST UNITED METHODIST CHURCH|5|19:00:00|20:00:00|402 W HUBBARD, LINDALE, TX 75771|32.515249|-95.412056
BACK DOOR GROUP|Location is: BACK DOOR GROUP|4|19:30:00|20:30:00|105 W LIPSCOMB STREET, QUITMAN, TX 75783|32.7962728|-95.45360119999998
BACK DOOR GROUP|Location is: BACK DOOR GROUP|7|19:30:00|20:30:00|105 W LIPSCOMB STREET, QUITMAN, TX 75783|32.7962728|-95.45360119999998
OPEN ARMS GROUP|Location is: ALL SAINTS PARISH HALL|2|20:00:00|21:00:00|1301 E HOUSTON STREET, CROCKETT, TX 75835|31.3220463|-95.44385499999999
OPEN ARMS GROUP|Location is: ALL SAINTS PARISH HALL|4|20:00:00|21:00:00|1301 E HOUSTON STREET, CROCKETT, TX 75835|31.3220463|-95.44385499999999
OPEN ARMS GROUP|Location is: ALL SAINTS PARISH HALL|6|20:00:00|21:00:00|1301 E HOUSTON STREET, CROCKETT, TX 75835|31.3220463|-95.44385499999999
OPEN ARMS GROUP|Location is: ALL SAINTS PARISH HALL|7|20:00:00|21:00:00|1301 E HOUSTON STREET, CROCKETT, TX 75835|31.3220463|-95.44385499999999
Ada Freedom Group|Location is: Public Building|2|20:00:00|21:00:00|431 S Mississippi Ave, ada, TX 74820|34.8101393|-96.70659139999998
Ada Freedom Group|Location is: Public Building|2|12:00:00|13:00:00|431 S Mississippi Ave, ada, TX 74820|34.8101393|-96.70659139999998
EL LIBRO GRANDE GROUP|Location is: EL LIBRO GRANDE GROUP|7|17:00:00|18:00:00|623 WEST BOW STREET, TYLER, TX 75702|32.3583039|-95.30744450000003
EL LIBRO GRANDE GROUP|Location is: EL LIBRO GRANDE GROUP|1|17:00:00|18:00:00|623 WEST BOW STREET, TYLER, TX 75702|32.3583039|-95.30744450000003
EL LIBRO GRANDE GROUP|Location is: EL LIBRO GRANDE GROUP|2|19:30:00|20:30:00|623 WEST BOW STREET, TYLER, TX 75702|32.3583039|-95.30744450000003
EL LIBRO GRANDE GROUP|Location is: EL LIBRO GRANDE GROUP|3|19:30:00|20:30:00|623 WEST BOW STREET, TYLER, TX 75702|32.3583039|-95.30744450000003
EL LIBRO GRANDE GROUP|Location is: EL LIBRO GRANDE GROUP|4|19:30:00|20:30:00|623 WEST BOW STREET, TYLER, TX 75702|32.3583039|-95.30744450000003
EL LIBRO GRANDE GROUP|Location is: EL LIBRO GRANDE GROUP|5|19:30:00|20:30:00|623 WEST BOW STREET, TYLER, TX 75702|32.3583039|-95.30744450000003
EL LIBRO GRANDE GROUP|Location is: EL LIBRO GRANDE GROUP|6|19:30:00|20:30:00|623 WEST BOW STREET, TYLER, TX 75702|32.3583039|-95.30744450000003
CIRCLE 12 GROUP|Location is: FIRST PRESBYTERIAN CHURCH|3|19:00:00|20:00:00|230 RUSK STREET, TYLER, TX 75701|32.339918|-95.30183599999998
CIRCLE 12 GROUP|Location is: FIRST PRESBYTERIAN CHURCH|5|19:00:00|20:00:00|230 RUSK STREET, TYLER, TX 75701|32.339918|-95.30183599999998
CIRCLE 12 GROUP|Location is: FIRST PRESBYTERIAN CHURCH|1|19:00:00|20:00:00|230 RUSK STREET, TYLER, TX 75701|32.339918|-95.30183599999998
LEGACY GROUP|Location is: FIRST CHRISTIAN CHURCH|2|12:00:00|13:00:00|4202 S BROADWAY, TYLER, TX 75701|32.304219|-95.29915199999999
LEGACY GROUP|Location is: FIRST CHRISTIAN CHURCH|4|12:00:00|13:00:00|4202 S BROADWAY, TYLER, TX 75701|32.304219|-95.29915199999999
LEGACY GROUP|Location is: FIRST CHRISTIAN CHURCH|6|12:00:00|13:00:00|4202 S BROADWAY, TYLER, TX 75701|32.304219|-95.29915199999999
Keep It Simple Sister|Location is: Keep It Simple Sister|6|20:00:00|21:00:00|Lakeshore Dr, Jacksonville, TX 75766|31.93488079999999|-95.29091019999998
El Reno AA|Location is: 506 S. Barker|1|13:00:00|14:00:00|El Reno Okla., El Reno, TX 73036|35.5350377|-97.9784745
Open Air Group|Location is: Montgomery United Methodist Church|5|18:00:00|19:00:00|22548 Texas 105, Montgomery, TX 77356|30.3885139|-95.7138842
Open Air Group|Location is: Montgomery United Methodist Church|2|18:00:00|19:00:00|22548 Texas 105, Montgomery, TX 77356|30.3885139|-95.7138842
SALVATION ARMY GROUP|Location is: SALVATION ARMY GROUP|6|18:00:00|19:00:00|633 N BROADWAY, TYLER, TX 75702|32.3579277|-95.30066529999999
TYLER SERENITY GROUP|Location is: TYLER SERENITY GROUP|2|07:00:00|08:00:00|601 N BROADWAY, TYLER, TX 75702|32.35589|-95.30033500000002
TYLER SERENITY GROUP|Location is: TYLER SERENITY GROUP|3|07:00:00|08:00:00|601 N BROADWAY, TYLER, TX 75702|32.35589|-95.30033500000002
TYLER SERENITY GROUP|Location is: TYLER SERENITY GROUP|4|07:00:00|08:00:00|601 N BROADWAY, TYLER, TX 75702|32.35589|-95.30033500000002
TYLER SERENITY GROUP|Location is: TYLER SERENITY GROUP|5|07:00:00|08:00:00|601 N BROADWAY, TYLER, TX 75702|32.35589|-95.30033500000002
TYLER SERENITY GROUP|Location is: TYLER SERENITY GROUP|6|07:00:00|08:00:00|601 N BROADWAY, TYLER, TX 75702|32.35589|-95.30033500000002
TYLER SERENITY GROUP 5|Location is: TYLER SERENITY GROUP|7|09:30:00|10:30:00|601 N BROADWAY, TYLER, TX 75702|32.35589|-95.30033500000002
TYLER SERENITY GROUP 5|Location is: TYLER SERENITY GROUP|1|09:30:00|10:30:00|601 N BROADWAY, TYLER, TX 75702|32.35589|-95.30033500000002
TYLER SERENITY GROUP 2|Location is: TYLER SERENITY GROUP|2|12:00:00|13:00:00|601 N BROADWAY, TYLER, TX 75702|32.35589|-95.30033500000002
TYLER SERENITY GROUP 2|Location is: TYLER SERENITY GROUP|3|12:00:00|13:00:00|601 N BROADWAY, TYLER, TX 75702|32.35589|-95.30033500000002
TYLER SERENITY GROUP 2|Location is: TYLER SERENITY GROUP|4|12:00:00|13:00:00|601 N BROADWAY, TYLER, TX 75702|32.35589|-95.30033500000002
TYLER SERENITY GROUP 2|Location is: TYLER SERENITY GROUP|5|12:00:00|13:00:00|601 N BROADWAY, TYLER, TX 75702|32.35589|-95.30033500000002
TYLER SERENITY GROUP 2|Location is: TYLER SERENITY GROUP|6|12:00:00|13:00:00|601 N BROADWAY, TYLER, TX 75702|32.35589|-95.30033500000002
TYLER SERENITY GROUP 6|Location is: TYLER SERENITY GROUP|7|13:00:00|14:00:00|601 N BROADWAY, TYLER, TX 75702|32.35589|-95.30033500000002
TYLER SERENITY GROUP 3|Location is: TYLER SERENITY GROUP|2|18:30:00|19:30:00|601 N BROADWAY, TYLER, TX 75702|32.35589|-95.30033500000002
TYLER SERENITY GROUP 4|Location is: TYLER SERENITY GROUP|2|20:00:00|21:00:00|601 N BROADWAY, TYLER, TX 75702|32.35589|-95.30033500000002
TYLER SERENITY GROUP 4|Location is: TYLER SERENITY GROUP|3|20:00:00|21:00:00|601 N BROADWAY, TYLER, TX 75702|32.35589|-95.30033500000002
TYLER SERENITY GROUP 4|Location is: TYLER SERENITY GROUP|4|20:00:00|21:00:00|601 N BROADWAY, TYLER, TX 75702|32.35589|-95.30033500000002
TYLER SERENITY GROUP 4|Location is: TYLER SERENITY GROUP|5|20:00:00|21:00:00|601 N BROADWAY, TYLER, TX 75702|32.35589|-95.30033500000002
TYLER SERENITY GROUP 4|Location is: TYLER SERENITY GROUP|6|20:00:00|21:00:00|601 N BROADWAY, TYLER, TX 75702|32.35589|-95.30033500000002
TYLER SERENITY GROUP 4|Location is: TYLER SERENITY GROUP|7|20:00:00|21:00:00|601 N BROADWAY, TYLER, TX 75702|32.35589|-95.30033500000002
TYLER SERENITY GROUP 4|Location is: TYLER SERENITY GROUP|1|20:00:00|21:00:00|601 N BROADWAY, TYLER, TX 75702|32.35589|-95.30033500000002
DOWNTOWN SUBURBAN GROUP 6|Location is: DOWNTOWN SUBURBAN GROUP|1|09:30:00|10:30:00|1034 EAST LAKE STREET, TYLER, TX 75701|32.336601|-95.28905900000001
DOWNTOWN SUBURBAN GROUP|Location is: DOWNTOWN SUBURBAN GROUP|2|12:00:00|13:00:00|1034 EAST LAKE STREET, TYLER, TX 75701|32.336601|-95.28905900000001
DOWNTOWN SUBURBAN GROUP|Location is: DOWNTOWN SUBURBAN GROUP|3|12:00:00|13:00:00|1034 EAST LAKE STREET, TYLER, TX 75701|32.336601|-95.28905900000001
DOWNTOWN SUBURBAN GROUP|Location is: DOWNTOWN SUBURBAN GROUP|4|12:00:00|13:00:00|1034 EAST LAKE STREET, TYLER, TX 75701|32.336601|-95.28905900000001
DOWNTOWN SUBURBAN GROUP|Location is: DOWNTOWN SUBURBAN GROUP|5|12:00:00|13:00:00|1034 EAST LAKE STREET, TYLER, TX 75701|32.336601|-95.28905900000001
DOWNTOWN SUBURBAN GROUP|Location is: DOWNTOWN SUBURBAN GROUP|6|12:00:00|13:00:00|1034 EAST LAKE STREET, TYLER, TX 75701|32.336601|-95.28905900000001
DOWNTOWN SUBURBAN GROUP 5|Location is: DOWNTOWN SUBURBAN GROUP|7|13:00:00|14:00:00|1034 EAST LAKE STREET, TYLER, TX 75701|32.336601|-95.28905900000001
DOWNTOWN SUBURBAN GROUP 3|Location is: DOWNTOWN SUBURBAN GROUP|3|18:00:00|19:00:00|1034 EAST LAKE STREET, TYLER, TX 75701|32.336601|-95.28905900000001
DOWNTOWN SUBURBAN GROUP 3|Location is: DOWNTOWN SUBURBAN GROUP|4|18:00:00|19:00:00|1034 EAST LAKE STREET, TYLER, TX 75701|32.336601|-95.28905900000001
DOWNTOWN SUBURBAN GROUP 4|Location is: DOWNTOWN SUBURBAN GROUP|6|18:30:00|19:30:00|1034 EAST LAKE STREET, TYLER, TX 75701|32.336601|-95.28905900000001
DOWNTOWN SUBURBAN GROUP 2|Location is: DOWNTOWN SUBURBAN GROUP|2|20:00:00|21:00:00|1034 EAST LAKE STREET, TYLER, TX 75701|32.336601|-95.28905900000001
DOWNTOWN SUBURBAN GROUP 2|Location is: DOWNTOWN SUBURBAN GROUP|3|20:00:00|21:00:00|1034 EAST LAKE STREET, TYLER, TX 75701|32.336601|-95.28905900000001
DOWNTOWN SUBURBAN GROUP 2|Location is: DOWNTOWN SUBURBAN GROUP|4|20:00:00|21:00:00|1034 EAST LAKE STREET, TYLER, TX 75701|32.336601|-95.28905900000001
DOWNTOWN SUBURBAN GROUP 2|Location is: DOWNTOWN SUBURBAN GROUP|5|20:00:00|21:00:00|1034 EAST LAKE STREET, TYLER, TX 75701|32.336601|-95.28905900000001
DOWNTOWN SUBURBAN GROUP 2|Location is: DOWNTOWN SUBURBAN GROUP|6|20:00:00|21:00:00|1034 EAST LAKE STREET, TYLER, TX 75701|32.336601|-95.28905900000001
DOWNTOWN SUBURBAN GROUP 2|Location is: DOWNTOWN SUBURBAN GROUP|7|20:00:00|21:00:00|1034 EAST LAKE STREET, TYLER, TX 75701|32.336601|-95.28905900000001
DOWNTOWN SUBURBAN GROUP 2|Location is: DOWNTOWN SUBURBAN GROUP|1|20:00:00|21:00:00|1034 EAST LAKE STREET, TYLER, TX 75701|32.336601|-95.28905900000001
TRIANGLE GROUP|Location is: TRIANGLE GROUP|2|07:00:00|08:00:00|1311 E COMMERCE, TYLER, TX 75702|32.355659|-95.284718
TRIANGLE GROUP|Location is: TRIANGLE GROUP|3|07:00:00|08:00:00|1311 E COMMERCE, TYLER, TX 75702|32.355659|-95.284718
TRIANGLE GROUP|Location is: TRIANGLE GROUP|4|07:00:00|08:00:00|1311 E COMMERCE, TYLER, TX 75702|32.355659|-95.284718
TRIANGLE GROUP|Location is: TRIANGLE GROUP|5|07:00:00|08:00:00|1311 E COMMERCE, TYLER, TX 75702|32.355659|-95.284718
TRIANGLE GROUP|Location is: TRIANGLE GROUP|6|07:00:00|08:00:00|1311 E COMMERCE, TYLER, TX 75702|32.355659|-95.284718
TRIANGLE GROUP 2|Location is: TRIANGLE GROUP|2|12:00:00|13:00:00|1311 E COMMERCE, TYLER, TX 75702|32.355659|-95.284718
TRIANGLE GROUP 2|Location is: TRIANGLE GROUP|3|12:00:00|13:00:00|1311 E COMMERCE, TYLER, TX 75702|32.355659|-95.284718
TRIANGLE GROUP 2|Location is: TRIANGLE GROUP|4|12:00:00|13:00:00|1311 E COMMERCE, TYLER, TX 75702|32.355659|-95.284718
TRIANGLE GROUP 2|Location is: TRIANGLE GROUP|5|12:00:00|13:00:00|1311 E COMMERCE, TYLER, TX 75702|32.355659|-95.284718
TRIANGLE GROUP 2|Location is: TRIANGLE GROUP|6|12:00:00|13:00:00|1311 E COMMERCE, TYLER, TX 75702|32.355659|-95.284718
TRIANGLE GROUP 2|Location is: TRIANGLE GROUP|7|12:00:00|13:00:00|1311 E COMMERCE, TYLER, TX 75702|32.355659|-95.284718
TRIANGLE GROUP 2|Location is: TRIANGLE GROUP|1|12:00:00|13:00:00|1311 E COMMERCE, TYLER, TX 75702|32.355659|-95.284718
TRIANGLE GROUP 3|Location is: TRIANGLE GROUP|2|18:00:00|19:00:00|1311 E COMMERCE, TYLER, TX 75702|32.355659|-95.284718
TRIANGLE GROUP 3|Location is: TRIANGLE GROUP|3|18:00:00|19:00:00|1311 E COMMERCE, TYLER, TX 75702|32.355659|-95.284718
TRIANGLE GROUP 3|Location is: TRIANGLE GROUP|4|18:00:00|19:00:00|1311 E COMMERCE, TYLER, TX 75702|32.355659|-95.284718
TRIANGLE GROUP 3|Location is: TRIANGLE GROUP|5|18:00:00|19:00:00|1311 E COMMERCE, TYLER, TX 75702|32.355659|-95.284718
TRIANGLE GROUP 3|Location is: TRIANGLE GROUP|6|18:00:00|19:00:00|1311 E COMMERCE, TYLER, TX 75702|32.355659|-95.284718
TRIANGLE GROUP 3|Location is: TRIANGLE GROUP|7|18:00:00|19:00:00|1311 E COMMERCE, TYLER, TX 75702|32.355659|-95.284718
TRIANGLE GROUP 3|Location is: TRIANGLE GROUP|1|18:00:00|19:00:00|1311 E COMMERCE, TYLER, TX 75702|32.355659|-95.284718
ALPHA GROUP|Location is: ALPHA GROUP|2|07:00:00|08:00:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
ALPHA GROUP|Location is: ALPHA GROUP|3|07:00:00|08:00:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
ALPHA GROUP|Location is: ALPHA GROUP|4|07:00:00|08:00:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
ALPHA GROUP|Location is: ALPHA GROUP|5|07:00:00|08:00:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
ALPHA GROUP|Location is: ALPHA GROUP|6|07:00:00|08:00:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
ALPHA GROUP 7|Location is: ALPHA GROUP|7|08:00:00|09:00:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
ALPHA GROUP 8|Location is: ALPHA GROUP|7|09:30:00|10:30:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
ALPHA GROUP 8|Location is: ALPHA GROUP|1|09:30:00|10:30:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
ALPHA GROUP 5|Location is: ALPHA GROUP|5|10:00:00|11:00:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
ALPHA GROUP 2|Location is: ALPHA GROUP|2|12:00:00|13:00:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
ALPHA GROUP 2|Location is: ALPHA GROUP|3|12:00:00|13:00:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
ALPHA GROUP 2|Location is: ALPHA GROUP|4|12:00:00|13:00:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
ALPHA GROUP 2|Location is: ALPHA GROUP|5|12:00:00|13:00:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
ALPHA GROUP 2|Location is: ALPHA GROUP|6|12:00:00|13:00:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
ALPHA GROUP 3|Location is: ALPHA GROUP|2|18:00:00|19:00:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
ALPHA GROUP 3|Location is: ALPHA GROUP|3|18:00:00|19:00:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
ALPHA GROUP 3|Location is: ALPHA GROUP|5|18:00:00|19:00:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
ALPHA GROUP 3|Location is: ALPHA GROUP|6|18:00:00|19:00:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
ALPHA GROUP 3|Location is: ALPHA GROUP|7|18:00:00|19:00:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
ALPHA GROUP 9|Location is: ALPHA GROUP|1|19:00:00|20:00:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
ALPHA GROUP 4|Location is: ALPHA GROUP|2|20:00:00|21:00:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
ALPHA GROUP 4|Location is: ALPHA GROUP|4|20:00:00|21:00:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
ALPHA GROUP 4|Location is: ALPHA GROUP|6|20:00:00|21:00:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
ALPHA GROUP 6|Location is: ALPHA GROUP|6|22:00:00|23:00:00|2328 ABERDEEN, TYLER, TX 75703|32.3045029|-95.271412
Hardcore Group Of Alcoholics Anonymous|Location is:  Good Shepherd Episcopal Church in George West, Texas |3|19:00:00|20:00:00|807 North San Antonio, george west, TX 78022|28.331289|-98.1138967
LIVING SOBER GROUP|Location is: ETMC BEHAVIORAL HEALTH CENTER|4|19:00:00|20:00:00|4101 UNIVERSITY, TYLER, TX 75707|32.3134148|-95.24481029999998
Nameless Band of Alcoholics Anonymous|Location is: 3913 Shannon Ave|2|19:00:00|20:00:00|Oklahoma City, , oklahoma city, TX 73008|35.8412354|-98.50832679999996
HAWKINS GROUP|Location is: HAWKINS PUBLIC LIBRARY|7|10:00:00|11:00:00|BLACKBURN AND GREEN STREET, HAWKINS, TX 75765|32.58823580000001|-95.20404029999997
HAWKINS GROUP|Location is: HAWKINS PUBLIC LIBRARY|4|18:00:00|19:00:00|BLACKBURN AND GREEN STREET, HAWKINS, TX 75765|32.58823580000001|-95.20404029999997
Paris Serenity|Location is: First Presbyterian Church|2|14:00:00|15:00:00|410 W. Kaufman Street, Paris, TX 75460|33.6598451|-95.56023529999999
Paris Serenity 2|Location is: First Presbyterian Church|2|14:45:00|15:45:00|410 W. Kaufman Street, Paris, TX 75460|33.6598451|-95.56023529999999
Paris Serenity|Location is: First Presbyterian Church|3|14:00:00|15:00:00|410 W. Kaufman Street, Paris, TX 75460|33.6598451|-95.56023529999999
Paris Serenity 2|Location is: First Presbyterian Church|3|14:45:00|15:45:00|410 W. Kaufman Street, Paris, TX 75460|33.6598451|-95.56023529999999
Paris Serenity|Location is: First Presbyterian Church|5|14:00:00|15:00:00|410 W. Kaufman Street, Paris, TX 75460|33.6598451|-95.56023529999999
Paris Serenity 2|Location is: First Presbyterian Church|5|14:45:00|15:45:00|410 W. Kaufman Street, Paris, TX 75460|33.6598451|-95.56023529999999
Paris Serenity|Location is: First Presbyterian Church|6|14:00:00|15:00:00|410 W. Kaufman Street, Paris, TX 75460|33.6598451|-95.56023529999999
Paris Serenity 2|Location is: First Presbyterian Church|6|14:45:00|15:45:00|410 W. Kaufman Street, Paris, TX 75460|33.6598451|-95.56023529999999
Paris Serenity|Location is: First Presbyterian Church|7|14:00:00|15:00:00|410 W. Kaufman Street, Paris, TX 75460|33.6598451|-95.56023529999999
Paris Serenity 2|Location is: First Presbyterian Church|7|14:45:00|15:45:00|410 W. Kaufman Street, Paris, TX 75460|33.6598451|-95.56023529999999
Traditions II|Location is: Oklahoma City|2|20:00:00|21:00:00|Members Homes, Oklahoma City, TX 73101|35.47|-97.51999999999998
Terlingua Bottoms Group|Location is: Big Bend Baptist Church|5|19:30:00|20:30:00|Texas 118, Terlingua, TX 79852|29.3939296|-103.51611059999999
8TH STREET AA-NA GROUPS|Location is: 8TH STREET GROUP|3|18:45:00|19:45:00|1122 E Austin St, Paris, TX 75460|33.65814|-95.54490499999997
8TH STREET AA-NA GROUPS|Location is: 8TH STREET GROUP|5|18:45:00|19:45:00|1122 E Austin St, Paris, TX 75460|33.65814|-95.54490499999997
8TH STREET AA-NA GROUPS|Location is: 8TH STREET GROUP|1|18:45:00|19:45:00|1122 E Austin St, Paris, TX 75460|33.65814|-95.54490499999997
8TH STREET AA-NA GROUPS|Location is: 8TH STREET GROUP|7|21:00:00|22:00:00|1122 E Austin St, Paris, TX 75460|33.65814|-95.54490499999997
8TH STREET AA-NA GROUPS|Location is: 8TH STREET GROUP|2|18:45:00|19:45:00|1122 E Austin St, Paris, TX 75460|33.65814|-95.54490499999997
8TH STREET AA-NA GROUPS|Location is: 8TH STREET GROUP|4|18:45:00|19:45:00|1122 E Austin St, Paris, TX 75460|33.65814|-95.54490499999997
8TH STREET AA-NA GROUPS|Location is: 8TH STREET GROUP|6|18:45:00|19:45:00|1122 E Austin St, Paris, TX 75460|33.65814|-95.54490499999997
1,2,3|Location is: Classen Club|1|20:00:00|21:00:00|3401 , oklahoma city, TX 73106|33.9574842|-98.55309849999998
DOWNTOWN A.A. GROUP2|Location is: DOWNTOWN GROUP|7|20:00:00|21:00:00|1704 Lamar Avenue, , TX |33.660949|-95.53865389999999
DOWNTOWN GROUP 2|Location is: DOWNTOWN GROUP|2|20:00:00|21:00:00|1704 Lamar Avenue, , TX |33.660949|-95.53865389999999
DOWNTOWN GROUP 2|Location is: DOWNTOWN GROUP|3|20:00:00|21:00:00|1704 Lamar Avenue, , TX |33.660949|-95.53865389999999
DOWNTOWN GROUP 2|Location is: DOWNTOWN GROUP|4|20:00:00|21:00:00|1704 Lamar Avenue, , TX |33.660949|-95.53865389999999
DOWNTOWN GROUP 2|Location is: DOWNTOWN GROUP|5|20:00:00|21:00:00|1704 Lamar Avenue, , TX |33.660949|-95.53865389999999
